Posting Date,Transaction Date,Amount,Credit Debit Indicator,type,Type Group,Reference,Instructed Currency,Currency Exchange Rate,Instructed Amount,Description,Category,Check Serial Number,Card Ending
05/28/2025,05/27/2025,15.50,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
05/28/2025,05/26/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/28/2025,05/27/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/28/2025,05/27/2025,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
05/28/2025,05/28/2025,2044.89,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,7173610,
05/27/2025,05/25/2025,500.00,Debit,POS,POS,,,,,Venmo Inc,Online Services,,
05/27/2025,05/25/2025,29.30,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/27/2025,05/24/2025,28.29,Debit,POS,POS,,,,,Jersey Mike's Subs,Restaurants/Dining,,
05/27/2025,05/22/2025,23.71,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/27/2025,05/23/2025,23.68,Debit,POS,POS,,,,,Belmont Station,Groceries,,
05/27/2025,05/23/2025,20.00,Debit,POS,POS,,,,,ARCO,Gasoline/Fuel,,
05/27/2025,05/23/2025,18.40,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *BELMONT STATIO PORTLAND OR,Groceries,,
05/27/2025,05/25/2025,18.40,Debit,POS,POS,,,,,DEBIT-DC 7898 TPK BREWING CO. XX1635 OR,Restaurants/Dining,,
05/27/2025,05/24/2025,18.27,Debit,POS,POS,,,,,DEBIT-DC 7898 YOUR SIDE CHICKS PORTLAND OR,Restaurants/Dining,,
05/27/2025,05/22/2025,16.76,Debit,POS,POS,,,,,Burgerville,Restaurants/Dining,,
05/27/2025,05/23/2025,9.96,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
05/27/2025,05/23/2025,9.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/27/2025,05/24/2025,8.68,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/27/2025,05/24/2025,7.80,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*GORGES BEER CO XX-8421 OR,Restaurants/Dining,,
05/27/2025,05/23/2025,7.57,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/27/2025,05/25/2025,6.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/27/2025,05/25/2025,6.38,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/27/2025,05/26/2025,5.99,Debit,POS,POS,,,,,Apple,Electronics,,
05/27/2025,05/25/2025,5.48,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
05/27/2025,05/26/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
05/27/2025,05/26/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
05/27/2025,05/27/2025,508.36,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
05/23/2025,05/23/2025,18.75,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
05/23/2025,05/22/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/23/2025,05/21/2025,7.56,Debit,POS,POS,,,,,Fat Straw LLC,Restaurants/Dining,,
05/23/2025,05/21/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/22/2025,05/21/2025,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
05/21/2025,05/21/2025,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to xfinity,Cable/Satellite Services,2100002,
05/21/2025,05/20/2025,17.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *COCK FIGHT LLC PORTLAND OR,Restaurants/Dining,,
05/21/2025,05/20/2025,4.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/20/2025,05/19/2025,8.27,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/20/2025,05/18/2025,7.68,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
05/19/2025,05/17/2025,36.00,Debit,POS,POS,,,,,DEBIT-DC 7898 GROUND BREAKER BRE PORTLAND OR,Restaurants/Dining,,
05/19/2025,05/17/2025,27.22,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/19/2025,05/17/2025,20.01,Debit,POS,POS,,,,,DEBIT-DC 7898 CON XX4290 PORTLAND US,Other Expenses,,
05/19/2025,05/15/2025,17.16,Debit,POS,POS,,,,,DEBIT-DC 7898 PORTLAND TACOVORE XX4898 OR,Restaurants/Dining,,
05/19/2025,05/16/2025,8.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
05/19/2025,05/17/2025,7.56,Debit,POS,POS,,,,,Fat Straw LLC,Restaurants/Dining,,
05/19/2025,05/16/2025,6.45,Debit,POS,POS,,,,,Dutch Bros. Coffee,Restaurants/Dining,,
05/19/2025,05/15/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/19/2025,05/17/2025,5.00,Debit,POS,POS,,,,,Recreation.gov,Entertainment,,
05/19/2025,05/16/2025,4.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/19/2025,05/17/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/16/2025,05/14/2025,58.80,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/16/2025,05/15/2025,18.95,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
05/16/2025,05/15/2025,7.98,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/16/2025,05/15/2025,2.50,Debit,POS,POS,,,,,DEBIT-DC 7898 CTLP*CSC SERVICEWO PLAINVIEW NY,Other Expenses,,
05/15/2025,05/14/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/15/2025,05/14/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/14/2025,05/13/2025,15.97,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
05/14/2025,05/12/2025,3.69,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
05/13/2025,05/12/2025,96.55,Debit,POS,POS,,,,,Trader Joe's,Groceries,,
05/13/2025,05/12/2025,20.13,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/13/2025,05/12/2025,7.67,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/13/2025,05/12/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
05/13/2025,05/12/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
05/12/2025,05/11/2025,28.00,Debit,POS,POS,,,,,Transfer to Venmo,Transfers,,
05/12/2025,05/11/2025,28.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
05/12/2025,05/08/2025,25.90,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*FIRE ON THE MO PORTLAND OR,Restaurants/Dining,,
05/12/2025,05/10/2025,24.00,Debit,POS,POS,,,,,DEBIT-DC 7898 VENMO *Eugene Hwan Visa Direct NY US,Transfers,,
05/12/2025,05/09/2025,18.59,Debit,POS,POS,,,,,Belmont Station,Groceries,,
05/12/2025,05/11/2025,18.50,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *FOMO CHICKEN PORTLAND OR,Restaurants/Dining,,
05/12/2025,05/10/2025,7.67,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/12/2025,05/09/2025,5.75,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/12/2025,05/09/2025,5.39,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
05/12/2025,05/10/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/09/2025,05/08/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/08/2025,05/06/2025,40.76,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/08/2025,05/07/2025,9.04,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
05/08/2025,05/06/2025,5.75,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/08/2025,05/07/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
05/08/2025,05/07/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
05/07/2025,05/05/2025,14.50,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
05/07/2025,05/06/2025,9.96,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
05/07/2025,05/06/2025,7.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
05/07/2025,05/06/2025,6.48,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
05/06/2025,05/06/2025,156.73,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
05/06/2025,05/04/2025,176.60,Debit,POS,POS,,,,,Alaska Airlines,Travel,,
05/05/2025,05/05/2025,155.56,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Transfers,,
05/05/2025,05/03/2025,77.77,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/05/2025,05/03/2025,34.00,Debit,POS,POS,,,,,Sport Clips,Personal Care,,
05/05/2025,05/02/2025,24.90,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*FIRE ON THE MO XX-9464 OR,Restaurants/Dining,,
05/05/2025,05/02/2025,23.45,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
05/05/2025,05/02/2025,22.30,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
05/05/2025,05/03/2025,20.00,Debit,POS,POS,,,,,DEBIT-DC 7898 BRUSH MALL 205 LLC PORTLAND OR,General Merchandise,,
05/05/2025,05/02/2025,19.59,Debit,POS,POS,,,,,Belmont Station,Groceries,,
05/05/2025,05/02/2025,17.83,Debit,POS,POS,,,,,DEBIT-DC 7898 TST* GORGES BEER C XX-8421 OR,Restaurants/Dining,,
05/05/2025,05/03/2025,13.50,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
05/05/2025,05/04/2025,13.10,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
05/05/2025,05/03/2025,7.56,Debit,POS,POS,,,,,Fat Straw LLC,Restaurants/Dining,,
05/05/2025,05/03/2025,7.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/05/2025,05/04/2025,5.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/05/2025,05/01/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
05/05/2025,05/02/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
05/05/2025,05/03/2025,0.20,Debit,POS,POS,,,,,DEBIT-DC 7898 BRUSH MALL 205 LLC PORTLAND OR,General Merchandise,,
05/05/2025,05/03/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
05/05/2025,05/03/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
05/02/2025,05/02/2025,1530.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
05/02/2025,05/02/2025,62.32,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
05/02/2025,05/02/2025,59.98,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
05/02/2025,05/02/2025,11.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
05/02/2025,04/30/2025,9.18,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
05/02/2025,05/01/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
05/02/2025,05/01/2025,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
05/01/2025,04/30/2025,29.75,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLD THE WHEAT BEAVERTON OR,Restaurants/Dining,,
05/01/2025,04/29/2025,15.75,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
05/01/2025,04/30/2025,8.45,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
04/30/2025,04/30/2025,0.03,Credit,Credit,Credit,,,,,Dividend,Investment Income,,
04/30/2025,04/29/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/30/2025,04/30/2025,150.00,Credit,ACH Credit,ACH Credit,,,,,Transfer from Venmo,Transfers,9100001,
04/30/2025,04/30/2025,1.00,Credit,Credit,Credit,,,,,Transfer from Zelle,Transfers,,
04/29/2025,04/28/2025,15.47,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
04/29/2025,04/28/2025,8.47,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
04/29/2025,04/28/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/29/2025,04/28/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
04/29/2025,04/28/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
04/29/2025,04/29/2025,2044.89,Credit,ACH Credit,ACH Credit,,,,,Department Of Veteran Affairs Deposit,Deposits,11103600,
04/29/2025,04/29/2025,1661.10,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
04/28/2025,04/28/2025,15.06,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
04/28/2025,04/26/2025,48.79,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
04/28/2025,04/26/2025,31.95,Debit,POS,POS,,,,,Uber,Travel,,
04/28/2025,04/26/2025,23.00,Debit,POS,POS,,,,,DEBIT-DC 7898 HOLMAN'S HELLO INN PORTLAND OR,Other Expenses,,
04/28/2025,04/27/2025,21.56,Debit,POS,POS,,,,,Apro,Gasoline/Fuel,,
04/28/2025,04/26/2025,9.70,Debit,POS,POS,,,,,Lyft,Travel,,
04/28/2025,04/25/2025,8.98,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/28/2025,04/27/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/28/2025,04/26/2025,6.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/28/2025,04/26/2025,6.45,Debit,POS,POS,,,,,Dutch Bros. Coffee,Restaurants/Dining,,
04/28/2025,04/27/2025,2.99,Debit,POS,POS,,,,,Apple,Electronics,,
04/28/2025,04/26/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
04/28/2025,04/26/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
04/25/2025,04/25/2025,15.00,Credit,Credit,Credit,,,,,ATM Rebate,Refunds/Adjustments,,
04/25/2025,04/23/2025,13.50,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
04/25/2025,04/23/2025,8.68,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/25/2025,04/24/2025,3.09,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
04/24/2025,04/23/2025,79.00,Debit,POS,POS,,,,,J.Crew,Clothing/Shoes,,
04/24/2025,04/22/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/24/2025,04/23/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/23/2025,04/22/2025,11.46,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
04/23/2025,04/22/2025,7.18,Debit,POS,POS,,,,,Plaid Pantry,Groceries,,
04/22/2025,04/22/2025,12.50,Debit,POS,POS,,,,,Etsy,General Merchandise,,
04/22/2025,04/21/2025,9.65,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
04/22/2025,04/21/2025,8.98,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/22/2025,04/21/2025,4.70,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/21/2025,04/21/2025,85.00,Debit,ACH Debit,ACH Debit,,,,,Payment to Comcast,Cable/Satellite Services,2100002,
04/21/2025,04/19/2025,25.40,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
04/21/2025,04/18/2025,18.97,Debit,POS,POS,,,,,Powell's Books,Hobbies,,
04/21/2025,04/20/2025,17.75,Debit,POS,POS,,,,,DEBIT-DC 7898 RIGOBERTOS TACO SH MILWAUKIE OR,Restaurants/Dining,,
04/21/2025,04/20/2025,16.97,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
04/21/2025,04/18/2025,16.51,Debit,POS,POS,,,,,DEBIT-DC 7898 YOUR SIDE CHICKS PORTLAND OR,Restaurants/Dining,,
04/21/2025,04/18/2025,14.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
04/21/2025,04/18/2025,13.66,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/21/2025,04/21/2025,10.67,Debit,POS,POS,,,,,Oculus,Electronics,,
04/21/2025,04/19/2025,7.38,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
04/21/2025,04/17/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/21/2025,04/18/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/21/2025,04/19/2025,3.09,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/21/2025,04/21/2025,1.99,Debit,POS,POS,,,,,Oculus,Electronics,,
04/21/2025,04/21/2025,500.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
04/21/2025,04/21/2025,100.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
04/18/2025,04/17/2025,12.80,Debit,POS,POS,,,,,Chipotle Mexican Grill,Restaurants/Dining,,
04/18/2025,04/17/2025,10.14,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
04/17/2025,04/15/2025,21.53,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
04/17/2025,04/16/2025,9.47,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/17/2025,04/16/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/17/2025,04/16/2025,2.89,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/16/2025,04/14/2025,7.88,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/16/2025,04/15/2025,4.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/16/2025,04/15/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
04/16/2025,04/15/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
04/15/2025,04/14/2025,23.50,Debit,POS,POS,,,,,DEBIT-DC 7898 TST* GORGES BEER C PORTLAND OR,Restaurants/Dining,,
04/15/2025,04/14/2025,8.78,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/15/2025,04/15/2025,100.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
04/14/2025,04/11/2025,20.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/14/2025,04/11/2025,18.82,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
04/14/2025,04/11/2025,16.00,Debit,POS,POS,,,,,Kirari,Restaurants/Dining,,
04/14/2025,04/13/2025,15.00,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*PHAYA XX-4875 OR,Restaurants/Dining,,
04/14/2025,04/11/2025,14.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
04/14/2025,04/12/2025,14.39,Debit,POS,POS,,,,,Belmont Station,Groceries,,
04/14/2025,04/12/2025,10.77,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
04/14/2025,04/12/2025,10.17,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
04/14/2025,04/11/2025,9.97,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
04/14/2025,04/13/2025,7.98,Debit,POS,POS,,,,,Steam,Entertainment,,
04/14/2025,04/12/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/14/2025,04/11/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/14/2025,04/10/2025,4.43,Debit,POS,POS,,,,,DEBIT-DC 7898 TST*ST. HONORE BAK PORTLAND OR,Restaurants/Dining,,
04/14/2025,04/12/2025,1.99,Debit,POS,POS,,,,,Oculus,Electronics,,
04/14/2025,04/12/2025,1.99,Debit,POS,POS,,,,,Oculus,Electronics,,
04/11/2025,04/10/2025,16.51,Debit,POS,POS,,,,,DEBIT-DC 7898 YOUR SIDE CHICKS PORTLAND OR,Restaurants/Dining,,
04/10/2025,04/09/2025,21.79,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
04/10/2025,04/09/2025,19.10,Debit,POS,POS,,,,,Banfield Pet Hospital,Pets/Pet Care,,
04/10/2025,04/09/2025,5.45,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/10/2025,04/09/2025,3.39,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/10/2025,04/09/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
04/10/2025,04/09/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
04/10/2025,04/10/2025,100.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
04/09/2025,04/09/2025,33.85,Debit,POS,POS,,,,,DEBIT-DC 7898 EB *PORTLAND SPRIN XX-7200 CA,Entertainment,,
04/09/2025,04/08/2025,30.00,Debit,POS,POS,,,,,Apro,Gasoline/Fuel,,
04/09/2025,04/08/2025,6.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/08/2025,04/07/2025,145.03,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
04/08/2025,04/08/2025,51.98,Debit,POS,POS,,,,,DEBIT-DC 7898 PYN*WANDERPAINTING ONLINE,Other Expenses,,
04/08/2025,04/07/2025,24.95,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
04/08/2025,04/07/2025,22.75,Debit,ATM,ATM,,,,,ATM Withdrawal Plus Gw Belmont Portland OR US,ATM/Cash Withdrawals,,
04/08/2025,04/07/2025,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
04/08/2025,04/07/2025,0.52,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Pyn*wanderpainting Online HK,Service Charges/Fees,,
04/07/2025,04/07/2025,156.73,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
04/07/2025,04/06/2025,58.00,Debit,POS,POS,,,,,DEBIT-DC 7898 THE MOON AND SIXPE PORTLAND OR,Restaurants/Dining,,
04/07/2025,04/05/2025,39.00,Debit,POS,POS,,,,,DEBIT-DC 7898 GROUND BREAKER BRE PORTLAND OR,Restaurants/Dining,,
04/07/2025,04/05/2025,23.00,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *. PORTLAND OR,Other Expenses,,
04/07/2025,04/03/2025,17.87,Debit,POS,POS,,,,,Burgerville,Restaurants/Dining,,
04/07/2025,04/05/2025,16.50,Debit,POS,POS,,,,,DEBIT-DC 7898 SQ *SALVI PDX AT G GOSQ.COM OR,Other Expenses,,
04/07/2025,04/05/2025,12.55,Debit,POS,POS,,,,,Apro,Gasoline/Fuel,,
04/07/2025,04/06/2025,10.50,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
04/07/2025,04/05/2025,9.96,Debit,POS,POS,,,,,Petco,Pets/Pet Care,,
04/07/2025,04/05/2025,9.27,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/07/2025,04/05/2025,8.50,Debit,POS,POS,,,,,Hollywood Theatre,Entertainment,,
04/07/2025,04/06/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/07/2025,04/06/2025,7.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
04/07/2025,04/03/2025,5.75,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
04/04/2025,04/04/2025,141.09,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Transfers,,
04/04/2025,04/03/2025,6.58,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/04/2025,04/04/2025,300.00,Debit,ACH Debit,ACH Debit,,,,,ACH Debit - Theresa Rau,Transfers,9999999999,
04/03/2025,04/02/2025,30.48,Debit,POS,POS,,,,,Fred Meyer,General Merchandise,,
04/03/2025,04/03/2025,300.00,Credit,Transfer,Transfer,,,,,Transfer From Savings -0086,Transfers,,
04/02/2025,04/02/2025,1530.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
04/02/2025,04/02/2025,94.61,Debit,ACH Debit,ACH Debit,,,,,Payment to Chase,Credit Card Payments,2100002,
04/02/2025,04/02/2025,80.54,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
04/02/2025,04/02/2025,11.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
04/02/2025,04/01/2025,8.08,Debit,POS,POS,,,,,DEBIT-DC XX 76 - CF UNITED APR PORTLAND OR,Travel,,
04/02/2025,04/01/2025,7.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
